EXPSAMPLE_ACCESSION	DATA_FORMAT	DESCRIPTION	EXPERIMENT_ACCESSION	NAME	RESULT_SCHEMA	RESULT_TOTAL_RECS	WORKSPACE_ID
ES850762	Other		EXP13950		MBAA	55	2883
ES850784	Other		EXP13950		MBAA	55	2883
ES850788	Other		EXP13950		MBAA	55	2883
ES850794	Other		EXP13950		MBAA	55	2883
ES850795	Other		EXP13950		MBAA	55	2883
ES851299	Other		EXP13950		MBAA	55	2883
ES851301	Other		EXP13950		MBAA	55	2883
ES851319	Other		EXP13950		MBAA	55	2883
ES851323	Other		EXP13950		MBAA	55	2883
ES833749	Other		EXP13915		HAI	3	2883
ES833750	Other		EXP13915		HAI	6	2883
ES833752	Other		EXP13915		HAI	6	2883
ES833756	Other		EXP13915		HAI	6	2883
ES833757	Other		EXP13915		HAI	3	2883
ES833758	Other		EXP13915		HAI	6	2883
ES833766	Other		EXP13915		HAI	6	2883
ES833770	Other		EXP13915		HAI	6	2883
ES833771	Other		EXP13915		HAI	3	2883
ES833773	Other		EXP13915		HAI	3	2883
ES833776	Other		EXP13915		HAI	6	2883
ES833789	Other		EXP13915		HAI	3	2883
ES833794	Other		EXP13915		HAI	6	2883
ES833805	Other		EXP13915		HAI	3	2883
ES833815	Other		EXP13915		HAI	3	2883
ES833816	Other		EXP13915		HAI	6	2883
ES833819	Other		EXP13915		HAI	3	2883
ES833825	Other		EXP13915		HAI	3	2883
ES848086	Other		EXP13922		OTHER	0	2883
ES848088	Other		EXP13922		OTHER	0	2883
ES848102	Other		EXP13922		OTHER	0	2883
ES848105	Other		EXP13922		OTHER	0	2883
ES848116	Other		EXP13922		OTHER	0	2883
ES848123	Other		EXP13922		OTHER	0	2883
ES848136	Other		EXP13922		OTHER	0	2883
ES848138	Other		EXP13922		OTHER	0	2883
ES848142	Other		EXP13922		OTHER	0	2883
ES848144	Other		EXP13922		OTHER	0	2883
ES848145	Other		EXP13922		OTHER	0	2883
ES848151	Other		EXP13922		OTHER	0	2883
ES848153	Other		EXP13922		OTHER	0	2883
ES848161	Other		EXP13922		OTHER	0	2883
ES848164	Other		EXP13922		OTHER	0	2883
ES848175	Other		EXP13922		OTHER	0	2883
ES848181	Other		EXP13922		OTHER	0	2883
ES848182	Other		EXP13922		OTHER	0	2883
ES851046	Other		EXP13950		MBAA	55	2883
ES851049	Other		EXP13950		MBAA	55	2883
ES851050	Other		EXP13950		MBAA	55	2883
ES851052	Other		EXP13950		MBAA	55	2883
ES851054	Other		EXP13950		MBAA	55	2883
ES851058	Other		EXP13950		MBAA	55	2883
ES851068	Other		EXP13950		MBAA	55	2883
ES851070	Other		EXP13950		MBAA	55	2883
ES851072	Other		EXP13950		MBAA	55	2883
ES851079	Other		EXP13950		MBAA	55	2883
ES851085	Other		EXP13950		MBAA	55	2883
ES851093	Other		EXP13950		MBAA	55	2883
ES851104	Other		EXP13950		MBAA	55	2883
ES851114	Other		EXP13950		MBAA	55	2883
ES851116	Other		EXP13950		MBAA	55	2883
ES851120	Other		EXP13950		MBAA	55	2883
ES851121	Other		EXP13950		MBAA	55	2883
ES851132	Other		EXP13950		MBAA	55	2883
ES851136	Other		EXP13950		MBAA	55	2883
ES851137	Other		EXP13950		MBAA	55	2883
ES851140	Other		EXP13950		MBAA	55	2883
ES851147	Other		EXP13950		MBAA	55	2883
ES848202	Other		EXP13922		OTHER	0	2883
ES848204	Other		EXP13922		OTHER	0	2883
ES848219	Other		EXP13922		OTHER	0	2883
ES848220	Other		EXP13922		OTHER	0	2883
ES848222	Other		EXP13922		OTHER	0	2883
ES848227	Other		EXP13922		OTHER	0	2883
ES848234	Other		EXP13922		OTHER	0	2883
ES848248	Other		EXP13922		OTHER	0	2883
ES848249	Other		EXP13922		OTHER	0	2883
ES848258	Other		EXP13922		OTHER	0	2883
ES848268	Other		EXP13922		OTHER	0	2883
ES848284	Other		EXP13922		OTHER	0	2883
ES848293	Other		EXP13922		OTHER	0	2883
ES848302	Other		EXP13922		OTHER	0	2883
ES851172	Other		EXP13950		MBAA	55	2883
ES851176	Other		EXP13950		MBAA	55	2883
ES851177	Other		EXP13950		MBAA	55	2883
ES851178	Other		EXP13950		MBAA	55	2883
ES851182	Other		EXP13950		MBAA	55	2883
ES851198	Other		EXP13950		MBAA	55	2883
ES851202	Other		EXP13950		MBAA	55	2883
ES851213	Other		EXP13950		MBAA	55	2883
ES851221	Other		EXP13950		MBAA	55	2883
ES851223	Other		EXP13950		MBAA	55	2883
ES851231	Other		EXP13950		MBAA	55	2883
ES851237	Other		EXP13950		MBAA	55	2883
ES851242	Other		EXP13950		MBAA	55	2883
ES851248	Other		EXP13950		MBAA	55	2883
ES851253	Other		EXP13950		MBAA	55	2883
ES851262	Other		EXP13950		MBAA	55	2883
ES851264	Other		EXP13950		MBAA	55	2883
ES851265	Other		EXP13950		MBAA	55	2883
ES851274	Other		EXP13950		MBAA	55	2883
ES851279	Other		EXP13950		MBAA	55	2883
ES851287	Other		EXP13950		MBAA	55	2883
ES834646	Other		EXP13921		FCM	17	2883
ES834654	Other		EXP13921		FCM	18	2883
ES834678	Other		EXP13921		FCM	13	2883
ES834679	Other		EXP13921		FCM	16	2883
ES834700	Other		EXP13921		FCM	16	2883
ES834705	Other		EXP13921		FCM	14	2883
ES834711	Other		EXP13921		FCM	22	2883
ES834719	Other		EXP13921		FCM	14	2883
ES834731	Other		EXP13921		FCM	18	2883
ES834734	Other		EXP13921		FCM	13	2883
ES834736	Other		EXP13921		FCM	16	2883
ES834737	Other		EXP13921		FCM	17	2883
ES848331	Other		EXP13922		OTHER	0	2883
ES848338	Other		EXP13922		OTHER	0	2883
ES848341	Other		EXP13922		OTHER	0	2883
ES848343	Other		EXP13922		OTHER	0	2883
ES848346	Other		EXP13922		OTHER	0	2883
ES848349	Other		EXP13922		OTHER	0	2883
ES848359	Other		EXP13922		OTHER	0	2883
ES848383	Other		EXP13922		OTHER	0	2883
ES848400	Other		EXP13922		OTHER	0	2883
ES848408	Other		EXP13922		OTHER	0	2883
ES848419	Other		EXP13922		OTHER	0	2883
ES848420	Other		EXP13922		OTHER	0	2883
ES848421	Other		EXP13922		OTHER	0	2883
ES848427	Other		EXP13922		OTHER	0	2883
ES848431	Other		EXP13922		OTHER	0	2883
ES848442	Other		EXP13922		OTHER	0	2883
ES848443	Other		EXP13922		OTHER	0	2883
ES848447	Other		EXP13922		OTHER	0	2883
ES848457	Other		EXP13922		OTHER	0	2883
ES834748	Other		EXP13921		FCM	13	2883
ES834749	Other		EXP13921		FCM	16	2883
ES834775	Other		EXP13921		FCM	14	2883
ES834787	Other		EXP13921		FCM	18	2883
ES834792	Other		EXP13921		FCM	16	2883
ES834797	Other		EXP13921		FCM	13	2883
ES834798	Other		EXP13921		FCM	16	2883
ES834821	Other		EXP13921		FCM	17	2883
ES834836	Other		EXP13921		FCM	18	2883
ES834868	Other		EXP13921		FCM	16	2883
ES834871	Other		EXP13921		FCM	18	2883
ES834875	Other		EXP13921		FCM	16	2883
ES834881	Other		EXP13921		FCM	13	2883
ES834887	Other		EXP13921		FCM	14	2883
ES834901	Other		EXP13921		FCM	14	2883
ES834919	Other		EXP13921		FCM	17	2883
ES834941	Other		EXP13921		FCM	18	2883
ES834948	Other		EXP13921		FCM	18	2883
ES834952	Other		EXP13921		FCM	16	2883
ES834959	Other		EXP13921		FCM	16	2883
ES834962	Other		EXP13921		FCM	18	2883
ES834966	Other		EXP13921		FCM	16	2883
ES834975	Other		EXP13921		FCM	17	2883
ES850801	Other		EXP13950		MBAA	55	2883
ES850802	Other		EXP13950		MBAA	55	2883
ES850804	Other		EXP13950		MBAA	55	2883
ES850807	Other		EXP13950		MBAA	55	2883
ES850815	Other		EXP13950		MBAA	55	2883
ES850819	Other		EXP13950		MBAA	55	2883
ES850846	Other		EXP13950		MBAA	55	2883
ES850847	Other		EXP13950		MBAA	55	2883
ES850850	Other		EXP13950		MBAA	55	2883
ES850869	Other		EXP13950		MBAA	55	2883
ES850880	Other		EXP13950		MBAA	55	2883
ES850881	Other		EXP13950		MBAA	55	2883
ES850884	Other		EXP13950		MBAA	55	2883
ES850897	Other		EXP13950		MBAA	55	2883
ES850902	Other		EXP13950		MBAA	55	2883
ES850909	Other		EXP13950		MBAA	55	2883
ES850917	Other		EXP13950		MBAA	55	2883
ES834989	Other		EXP13921		FCM	17	2883
ES834998	Other		EXP13921		FCM	22	2883
ES835005	Other		EXP13921		FCM	22	2883
ES835011	Other		EXP13921		FCM	18	2883
ES835017	Other		EXP13921		FCM	17	2883
ES835027	Other		EXP13921		FCM	14	2883
ES835044	Other		EXP13921		FCM	16	2883
ES835047	Other		EXP13921		FCM	22	2883
ES835048	Other		EXP13921		FCM	14	2883
ES835051	Other		EXP13921		FCM	16	2883
ES835076	Other		EXP13921		FCM	14	2883
ES835080	Other		EXP13921		FCM	17	2883
ES850928	Other		EXP13950		MBAA	55	2883
ES850938	Other		EXP13950		MBAA	55	2883
ES850939	Other		EXP13950		MBAA	55	2883
ES850951	Other		EXP13950		MBAA	55	2883
ES850964	Other		EXP13950		MBAA	55	2883
ES850969	Other		EXP13950		MBAA	55	2883
ES850973	Other		EXP13950		MBAA	55	2883
ES850994	Other		EXP13950		MBAA	55	2883
ES850997	Other		EXP13950		MBAA	55	2883
ES851001	Other		EXP13950		MBAA	55	2883
ES851006	Other		EXP13950		MBAA	55	2883
ES851017	Other		EXP13950		MBAA	55	2883
ES851024	Other		EXP13950		MBAA	55	2883
ES851031	Other		EXP13950		MBAA	55	2883
ES851034	Other		EXP13950		MBAA	55	2883
ES847980	Other		EXP13922		OTHER	0	2883
ES847985	Other		EXP13922		OTHER	0	2883
ES847989	Other		EXP13922		OTHER	0	2883
ES847990	Other		EXP13922		OTHER	0	2883
ES848011	Other		EXP13922		OTHER	0	2883
ES848016	Other		EXP13922		OTHER	0	2883
ES848021	Other		EXP13922		OTHER	0	2883
ES848022	Other		EXP13922		OTHER	0	2883
ES848038	Other		EXP13922		OTHER	0	2883
ES848054	Other		EXP13922		OTHER	0	2883
ES848055	Other		EXP13922		OTHER	0	2883
ES848057	Other		EXP13922		OTHER	0	2883
ES848059	Other		EXP13922		OTHER	0	2883
ES833834	Other		EXP13915		HAI	6	2883
ES833838	Other		EXP13915		HAI	6	2883
ES833848	Other		EXP13915		HAI	6	2883
ES833851	Other		EXP13915		HAI	3	2883
ES833861	Other		EXP13915		HAI	3	2883
ES833864	Other		EXP13915		HAI	6	2883
ES833872	Other		EXP13915		HAI	6	2883
ES833876	Other		EXP13915		HAI	6	2883
ES834570	Other		EXP13921		FCM	18	2883
ES834588	Other		EXP13921		FCM	16	2883
ES834592	Other		EXP13921		FCM	22	2883
ES834610	Other		EXP13921		FCM	16	2883
ES834619	Other		EXP13921		FCM	18	2883
ES850722	Other		EXP13950		MBAA	55	2883
ES850737	Other		EXP13950		MBAA	55	2883
ES850743	Other		EXP13950		MBAA	55	2883
ES850747	Other		EXP13950		MBAA	55	2883
ES850755	Other		EXP13950		MBAA	55	2883
ES850767	Other		EXP13950		MBAA	55	2883
ES850768	Other		EXP13950		MBAA	55	2883
ES850771	Other		EXP13950		MBAA	55	2883
ES850772	Other		EXP13950		MBAA	55	2883
ES850779	Other		EXP13950		MBAA	55	2883
ES850780	Other		EXP13950		MBAA	55	2883
ES850787	Other		EXP13950		MBAA	55	2883
ES850796	Other		EXP13950		MBAA	55	2883
ES850798	Other		EXP13950		MBAA	55	2883
ES851291	Other		EXP13950		MBAA	55	2883
ES851294	Other		EXP13950		MBAA	55	2883
ES851304	Other		EXP13950		MBAA	55	2883
ES851310	Other		EXP13950		MBAA	55	2883
ES851314	Other		EXP13950		MBAA	55	2883
ES851328	Other		EXP13950		MBAA	55	2883
ES833743	Other		EXP13915		HAI	3	2883
ES833763	Other		EXP13915		HAI	3	2883
ES833769	Other		EXP13915		HAI	3	2883
ES833785	Other		EXP13915		HAI	3	2883
ES833799	Other		EXP13915		HAI	3	2883
ES833800	Other		EXP13915		HAI	6	2883
ES833807	Other		EXP13915		HAI	3	2883
ES833810	Other		EXP13915		HAI	6	2883
ES833814	Other		EXP13915		HAI	6	2883
ES833818	Other		EXP13915		HAI	6	2883
ES833826	Other		EXP13915		HAI	6	2883
ES833828	Other		EXP13915		HAI	6	2883
ES848078	Other		EXP13922		OTHER	0	2883
ES848087	Other		EXP13922		OTHER	0	2883
ES848098	Other		EXP13922		OTHER	0	2883
ES848107	Other		EXP13922		OTHER	0	2883
ES848109	Other		EXP13922		OTHER	0	2883
ES848113	Other		EXP13922		OTHER	0	2883
ES848120	Other		EXP13922		OTHER	0	2883
ES848122	Other		EXP13922		OTHER	0	2883
ES848124	Other		EXP13922		OTHER	0	2883
ES848128	Other		EXP13922		OTHER	0	2883
ES848135	Other		EXP13922		OTHER	0	2883
ES848152	Other		EXP13922		OTHER	0	2883
ES848156	Other		EXP13922		OTHER	0	2883
ES848166	Other		EXP13922		OTHER	0	2883
ES848169	Other		EXP13922		OTHER	0	2883
ES848172	Other		EXP13922		OTHER	0	2883
ES848174	Other		EXP13922		OTHER	0	2883
ES848177	Other		EXP13922		OTHER	0	2883
ES848183	Other		EXP13922		OTHER	0	2883
ES848186	Other		EXP13922		OTHER	0	2883
ES848189	Other		EXP13922		OTHER	0	2883
ES851040	Other		EXP13950		MBAA	55	2883
ES851059	Other		EXP13950		MBAA	55	2883
ES851062	Other		EXP13950		MBAA	55	2883
ES851065	Other		EXP13950		MBAA	55	2883
ES851074	Other		EXP13950		MBAA	55	2883
ES851075	Other		EXP13950		MBAA	55	2883
ES851088	Other		EXP13950		MBAA	55	2883
ES851091	Other		EXP13950		MBAA	55	2883
ES851096	Other		EXP13950		MBAA	55	2883
ES851098	Other		EXP13950		MBAA	55	2883
ES851101	Other		EXP13950		MBAA	55	2883
ES851105	Other		EXP13950		MBAA	55	2883
ES851108	Other		EXP13950		MBAA	55	2883
ES851111	Other		EXP13950		MBAA	55	2883
ES851143	Other		EXP13950		MBAA	55	2883
ES851150	Other		EXP13950		MBAA	55	2883
ES848194	Other		EXP13922		OTHER	0	2883
ES848201	Other		EXP13922		OTHER	0	2883
ES848208	Other		EXP13922		OTHER	0	2883
ES848210	Other		EXP13922		OTHER	0	2883
ES848217	Other		EXP13922		OTHER	0	2883
ES848242	Other		EXP13922		OTHER	0	2883
ES848253	Other		EXP13922		OTHER	0	2883
ES848254	Other		EXP13922		OTHER	0	2883
ES848259	Other		EXP13922		OTHER	0	2883
ES848260	Other		EXP13922		OTHER	0	2883
ES848265	Other		EXP13922		OTHER	0	2883
ES848280	Other		EXP13922		OTHER	0	2883
ES848303	Other		EXP13922		OTHER	0	2883
ES851186	Other		EXP13950		MBAA	55	2883
ES851188	Other		EXP13950		MBAA	55	2883
ES851195	Other		EXP13950		MBAA	55	2883
ES851197	Other		EXP13950		MBAA	55	2883
ES851207	Other		EXP13950		MBAA	55	2883
ES851211	Other		EXP13950		MBAA	55	2883
ES851215	Other		EXP13950		MBAA	55	2883
ES851217	Other		EXP13950		MBAA	55	2883
ES851235	Other		EXP13950		MBAA	55	2883
ES851240	Other		EXP13950		MBAA	55	2883
ES851244	Other		EXP13950		MBAA	55	2883
ES851256	Other		EXP13950		MBAA	55	2883
ES851271	Other		EXP13950		MBAA	55	2883
ES851273	Other		EXP13950		MBAA	55	2883
ES851276	Other		EXP13950		MBAA	55	2883
ES834628	Other		EXP13921		FCM	14	2883
ES834635	Other		EXP13921		FCM	14	2883
ES834640	Other		EXP13921		FCM	18	2883
ES834647	Other		EXP13921		FCM	18	2883
ES834648	Other		EXP13921		FCM	22	2883
ES834657	Other		EXP13921		FCM	13	2883
ES834659	Other		EXP13921		FCM	16	2883
ES834664	Other		EXP13921		FCM	13	2883
ES834673	Other		EXP13921		FCM	16	2883
ES834717	Other		EXP13921		FCM	18	2883
ES834718	Other		EXP13921		FCM	22	2883
ES834724	Other		EXP13921		FCM	18	2883
ES834725	Other		EXP13921		FCM	22	2883
ES848311	Other		EXP13922		OTHER	0	2883
ES848312	Other		EXP13922		OTHER	0	2883
ES848333	Other		EXP13922		OTHER	0	2883
ES848340	Other		EXP13922		OTHER	0	2883
ES848352	Other		EXP13922		OTHER	0	2883
ES848353	Other		EXP13922		OTHER	0	2883
ES848358	Other		EXP13922		OTHER	0	2883
ES848360	Other		EXP13922		OTHER	0	2883
ES848361	Other		EXP13922		OTHER	0	2883
ES848370	Other		EXP13922		OTHER	0	2883
ES848385	Other		EXP13922		OTHER	0	2883
ES848397	Other		EXP13922		OTHER	0	2883
ES848404	Other		EXP13922		OTHER	0	2883
ES848412	Other		EXP13922		OTHER	0	2883
ES848428	Other		EXP13922		OTHER	0	2883
ES848435	Other		EXP13922		OTHER	0	2883
ES848436	Other		EXP13922		OTHER	0	2883
ES848445	Other		EXP13922		OTHER	0	2883
ES834767	Other		EXP13921		FCM	22	2883
ES834769	Other		EXP13921		FCM	13	2883
ES834770	Other		EXP13921		FCM	16	2883
ES834801	Other		EXP13921		FCM	18	2883
ES834812	Other		EXP13921		FCM	16	2883
ES834815	Other		EXP13921		FCM	18	2883
ES834816	Other		EXP13921		FCM	22	2883
ES834837	Other		EXP13921		FCM	22	2883
ES834840	Other		EXP13921		FCM	16	2883
ES834842	Other		EXP13921		FCM	17	2883
ES834854	Other		EXP13921		FCM	16	2883
ES834855	Other		EXP13921		FCM	16	2883
ES834859	Other		EXP13921		FCM	14	2883
ES834879	Other		EXP13921		FCM	22	2883
ES834885	Other		EXP13921		FCM	18	2883
ES834899	Other		EXP13921		FCM	18	2883
ES834917	Other		EXP13921		FCM	16	2883
ES834928	Other		EXP13921		FCM	22	2883
ES834930	Other		EXP13921		FCM	13	2883
ES834944	Other		EXP13921		FCM	13	2883
ES834947	Other		EXP13921		FCM	17	2883
ES834949	Other		EXP13921		FCM	22	2883
ES834954	Other		EXP13921		FCM	17	2883
ES834955	Other		EXP13921		FCM	18	2883
ES834967	Other		EXP13921		FCM	16	2883
ES834978	Other		EXP13921		FCM	14	2883
ES850803	Other		EXP13950		MBAA	55	2883
ES850809	Other		EXP13950		MBAA	55	2883
ES850828	Other		EXP13950		MBAA	55	2883
ES850829	Other		EXP13950		MBAA	55	2883
ES850833	Other		EXP13950		MBAA	55	2883
ES850837	Other		EXP13950		MBAA	55	2883
ES850841	Other		EXP13950		MBAA	55	2883
ES850848	Other		EXP13950		MBAA	55	2883
ES850873	Other		EXP13950		MBAA	55	2883
ES850886	Other		EXP13950		MBAA	55	2883
ES850895	Other		EXP13950		MBAA	55	2883
ES850907	Other		EXP13950		MBAA	55	2883
ES850908	Other		EXP13950		MBAA	55	2883
ES850912	Other		EXP13950		MBAA	55	2883
ES850915	Other		EXP13950		MBAA	55	2883
ES850919	Other		EXP13950		MBAA	55	2883
ES834981	Other		EXP13921		FCM	16	2883
ES834985	Other		EXP13921		FCM	14	2883
ES834999	Other		EXP13921		FCM	14	2883
ES835000	Other		EXP13921		FCM	13	2883
ES835012	Other		EXP13921		FCM	22	2883
ES835013	Other		EXP13921		FCM	14	2883
ES835026	Other		EXP13921		FCM	22	2883
ES835031	Other		EXP13921		FCM	17	2883
ES835032	Other		EXP13921		FCM	18	2883
ES835036	Other		EXP13921		FCM	16	2883
ES835038	Other		EXP13921		FCM	17	2883
ES835043	Other		EXP13921		FCM	16	2883
ES835068	Other		EXP13921		FCM	22	2883
ES835069	Other		EXP13921		FCM	14	2883
ES835073	Other		EXP13921		FCM	17	2883
ES850923	Other		EXP13950		MBAA	55	2883
ES850929	Other		EXP13950		MBAA	55	2883
ES850930	Other		EXP13950		MBAA	55	2883
ES850935	Other		EXP13950		MBAA	55	2883
ES850942	Other		EXP13950		MBAA	55	2883
ES850944	Other		EXP13950		MBAA	55	2883
ES850948	Other		EXP13950		MBAA	55	2883
ES850963	Other		EXP13950		MBAA	55	2883
ES850965	Other		EXP13950		MBAA	55	2883
ES850989	Other		EXP13950		MBAA	55	2883
ES851003	Other		EXP13950		MBAA	55	2883
ES851011	Other		EXP13950		MBAA	55	2883
ES851023	Other		EXP13950		MBAA	55	2883
ES851028	Other		EXP13950		MBAA	55	2883
ES851038	Other		EXP13950		MBAA	55	2883
ES847984	Other		EXP13922		OTHER	0	2883
ES848008	Other		EXP13922		OTHER	0	2883
ES848017	Other		EXP13922		OTHER	0	2883
ES848018	Other		EXP13922		OTHER	0	2883
ES848024	Other		EXP13922		OTHER	0	2883
ES848025	Other		EXP13922		OTHER	0	2883
ES848031	Other		EXP13922		OTHER	0	2883
ES848033	Other		EXP13922		OTHER	0	2883
ES848034	Other		EXP13922		OTHER	0	2883
ES848039	Other		EXP13922		OTHER	0	2883
ES848048	Other		EXP13922		OTHER	0	2883
ES848056	Other		EXP13922		OTHER	0	2883
ES833844	Other		EXP13915		HAI	6	2883
ES833846	Other		EXP13915		HAI	6	2883
ES833847	Other		EXP13915		HAI	3	2883
ES833860	Other		EXP13915		HAI	6	2883
ES833862	Other		EXP13915		HAI	6	2883
ES833868	Other		EXP13915		HAI	6	2883
ES833877	Other		EXP13915		HAI	3	2883
ES833880	Other		EXP13915		HAI	6	2883
ES834578	Other		EXP13921		FCM	22	2883
ES834582	Other		EXP13921		FCM	16	2883
ES834589	Other		EXP13921		FCM	16	2883
ES834598	Other		EXP13921		FCM	18	2883
ES834599	Other		EXP13921		FCM	22	2883
ES834605	Other		EXP13921		FCM	18	2883
ES834609	Other		EXP13921		FCM	16	2883
ES834614	Other		EXP13921		FCM	14	2883
ES834616	Other		EXP13921		FCM	16	2883
ES850721	Other		EXP13950		MBAA	55	2883
ES850729	Other		EXP13950		MBAA	55	2883
ES850736	Other		EXP13950		MBAA	55	2883
ES850738	Other		EXP13950		MBAA	55	2883
ES850739	Other		EXP13950		MBAA	55	2883
ES850745	Other		EXP13950		MBAA	55	2883
ES850757	Other		EXP13950		MBAA	55	2883
ES850763	Other		EXP13950		MBAA	55	2883
ES850770	Other		EXP13950		MBAA	55	2883
ES850781	Other		EXP13950		MBAA	55	2883
ES850790	Other		EXP13950		MBAA	55	2883
ES851308	Other		EXP13950		MBAA	55	2883
ES851317	Other		EXP13950		MBAA	55	2883
ES851321	Other		EXP13950		MBAA	55	2883
ES833744	Other		EXP13915		HAI	6	2883
ES833775	Other		EXP13915		HAI	3	2883
ES833781	Other		EXP13915		HAI	3	2883
ES833784	Other		EXP13915		HAI	6	2883
ES833787	Other		EXP13915		HAI	3	2883
ES833788	Other		EXP13915		HAI	6	2883
ES833791	Other		EXP13915		HAI	3	2883
ES833798	Other		EXP13915		HAI	6	2883
ES833808	Other		EXP13915		HAI	6	2883
ES833811	Other		EXP13915		HAI	3	2883
ES833823	Other		EXP13915		HAI	3	2883
ES833829	Other		EXP13915		HAI	3	2883
ES848076	Other		EXP13922		OTHER	0	2883
ES848085	Other		EXP13922		OTHER	0	2883
ES848095	Other		EXP13922		OTHER	0	2883
ES848110	Other		EXP13922		OTHER	0	2883
ES848125	Other		EXP13922		OTHER	0	2883
ES848139	Other		EXP13922		OTHER	0	2883
ES848148	Other		EXP13922		OTHER	0	2883
ES848168	Other		EXP13922		OTHER	0	2883
ES848173	Other		EXP13922		OTHER	0	2883
ES848176	Other		EXP13922		OTHER	0	2883
ES848184	Other		EXP13922		OTHER	0	2883
ES851041	Other		EXP13950		MBAA	55	2883
ES851063	Other		EXP13950		MBAA	55	2883
ES851064	Other		EXP13950		MBAA	55	2883
ES851081	Other		EXP13950		MBAA	55	2883
ES851083	Other		EXP13950		MBAA	55	2883
ES851103	Other		EXP13950		MBAA	55	2883
ES851112	Other		EXP13950		MBAA	55	2883
ES851113	Other		EXP13950		MBAA	55	2883
ES851126	Other		EXP13950		MBAA	55	2883
ES851144	Other		EXP13950		MBAA	55	2883
ES848192	Other		EXP13922		OTHER	0	2883
ES848193	Other		EXP13922		OTHER	0	2883
ES848200	Other		EXP13922		OTHER	0	2883
ES848203	Other		EXP13922		OTHER	0	2883
ES848209	Other		EXP13922		OTHER	0	2883
ES848214	Other		EXP13922		OTHER	0	2883
ES848215	Other		EXP13922		OTHER	0	2883
ES848216	Other		EXP13922		OTHER	0	2883
ES848255	Other		EXP13922		OTHER	0	2883
ES848262	Other		EXP13922		OTHER	0	2883
ES848278	Other		EXP13922		OTHER	0	2883
ES848290	Other		EXP13922		OTHER	0	2883
ES848291	Other		EXP13922		OTHER	0	2883
ES848307	Other		EXP13922		OTHER	0	2883
ES851161	Other		EXP13950		MBAA	55	2883
ES851162	Other		EXP13950		MBAA	55	2883
ES851168	Other		EXP13950		MBAA	55	2883
ES851171	Other		EXP13950		MBAA	55	2883
ES851173	Other		EXP13950		MBAA	55	2883
ES851175	Other		EXP13950		MBAA	55	2883
ES851181	Other		EXP13950		MBAA	55	2883
ES851184	Other		EXP13950		MBAA	55	2883
ES851190	Other		EXP13950		MBAA	55	2883
ES851192	Other		EXP13950		MBAA	55	2883
ES851193	Other		EXP13950		MBAA	55	2883
ES851199	Other		EXP13950		MBAA	55	2883
ES851204	Other		EXP13950		MBAA	55	2883
ES851228	Other		EXP13950		MBAA	55	2883
ES851230	Other		EXP13950		MBAA	55	2883
ES851234	Other		EXP13950		MBAA	55	2883
ES851238	Other		EXP13950		MBAA	55	2883
ES851239	Other		EXP13950		MBAA	55	2883
ES851243	Other		EXP13950		MBAA	55	2883
ES851251	Other		EXP13950		MBAA	55	2883
ES851252	Other		EXP13950		MBAA	55	2883
ES851257	Other		EXP13950		MBAA	55	2883
ES851261	Other		EXP13950		MBAA	55	2883
ES851278	Other		EXP13950		MBAA	55	2883
ES851286	Other		EXP13950		MBAA	55	2883
ES834620	Other		EXP13921		FCM	22	2883
ES834622	Other		EXP13921		FCM	13	2883
ES834623	Other		EXP13921		FCM	16	2883
ES834649	Other		EXP13921		FCM	14	2883
ES834650	Other		EXP13921		FCM	13	2883
ES834652	Other		EXP13921		FCM	16	2883
ES834681	Other		EXP13921		FCM	17	2883
ES834687	Other		EXP13921		FCM	16	2883
ES834694	Other		EXP13921		FCM	16	2883
ES834696	Other		EXP13921		FCM	18	2883
ES834698	Other		EXP13921		FCM	14	2883
ES834701	Other		EXP13921		FCM	16	2883
ES834714	Other		EXP13921		FCM	16	2883
ES834716	Other		EXP13921		FCM	17	2883
ES834733	Other		EXP13921		FCM	14	2883
ES848323	Other		EXP13922		OTHER	0	2883
ES848325	Other		EXP13922		OTHER	0	2883
ES848335	Other		EXP13922		OTHER	0	2883
ES848336	Other		EXP13922		OTHER	0	2883
ES848345	Other		EXP13922		OTHER	0	2883
ES848350	Other		EXP13922		OTHER	0	2883
