FCS_ANALYZED_RESULT_MARKER_ID	POPULATION_MARKER_PREFERRED	POPULATION_MARKER_REPORTED	PREFERRED_ANALYTE_ACCESSION	RESULT_ID
1106842	B7-2+	CD86+	ANA868	550702
1106848	CD19+	CD19+	ANA805	550704
1106851	CD38+	CD38+	ANA808	550704
1106856	CD14-	CD14-	ANA804	550705
1106859	CD19+	CD19+	ANA805	550706
1106862	CD38+	CD38+	ANA808	550706
1106876	CD3-	CD3-	ANA809	550709
1106889	CD19+	CD19+	ANA805	550712
1106897	IgD+	IgD+	ANA813	550713
1106898	B7-2+	CD86+	ANA868	550713
1106904	B7-2+	CD86+	ANA868	550714
1106910	B7-2+	CD86+	ANA868	550715
1106912	CD3-	CD3-	ANA809	550716
1106914	CD27-	CD27-	ANA40	550716
1106918	CD3-	CD3-	ANA809	550717
1106922	CD19+	CD19+	ANA805	550718
1106924	CD14-	CD14-	ANA804	550718
1106925	CD20-	CD20-	ANA806	550718
1106928	HLADR+	HLA-DR+	ANA812	550719
1106933	BDCA2, CD303+	BDCA2+	ANA870	550720
1106935	CD2-	CD2-	ANA860	550720
1106937	HLADR+	HLA-DR+	ANA812	550721
1106943	BDCA2, CD303+	BDCA2+	ANA870	550722
1106947	HLADR+	HLA-DR+	ANA812	550723
1106956	HLADR+	HLA-DR+	ANA812	550725
1106974	B7-2-	CD86-	ANA868	550728
1106982	HLADR+	HLA-DR+	ANA812	550730
1106985	BDCA3-	BDCA3-	ANA894	550730
1106986	BDCA1+	CD1c+	ANA895	550730
1107009		Lin1-		550734
1107017	BDCA2, CD303-	BDCA2-	ANA870	550735
1107027	BDCA1-	CD1c-	ANA895	550736
1107033	BDCA3+	BDCA3+	ANA894	550737
1107039	CD11c+	CD11c+	ANA814	550738
1107040	BDCA3+	BDCA3+	ANA894	550738
1107054	CD14+	CD14+	ANA804	550743
1107061	HLADR+	HLA-DR+	ANA812	550745
1107073	HLADR+	HLA-DR+	ANA812	550748
1107074	CD16-	CD16-	ANA811	550748
1107080	CD14+	CD14+	ANA804	550750
1107104	CD14+	CD14+	ANA804	550757
1107116	CD14+	CD14+	ANA804	550760
1107117	HLADR+	HLA-DR+	ANA812	550760
1107118	CD16-	CD16-	ANA811	550760
1107137	granulocyte	granulocyte		550766
1107148	CD8-	CD8-	ANA810	550772
1107158	CXCR5+	CXCR5+	ANA78	550774
1107170	CD8-	CD8-	ANA810	550776
1107178	CD8-	CD8-	ANA810	550777
1107181	CXCR3+	CXCR3+	ANA76	550777
1107183	CD3+	CD3+	ANA809	550778
1107190	CD278+	ICOS+	ANA898	550778
1107191	CD3+	CD3+	ANA809	550779
1107222	CD4+	CD4+	ANA41	550783
1107226	CD3+	CD3+	ANA809	550784
1107232	CD3+	CD3+	ANA809	550785
1107245	CCR6-	CCR6-	ANA36	550786
1107249	CD8-	CD8-	ANA810	550787
1107251	CD45RA-	CD45RA-	ANA816	550787
1107265	CXCR5-	CXCR5-	ANA78	550789
1107268	CCR6+	CCR6+	ANA36	550789
1107280	CXCR5-	CXCR5-	ANA78	550791
1107282	CXCR3-	CXCR3-	ANA76	550791
1107287	CXCR5-	CXCR5-	ANA78	550792
1107291	CD278+	ICOS+	ANA898	550792
1107295	CD3+	CD3+	ANA809	550794
1107298	CCR6+	CCR6+	ANA36	550794
1107305	CD8+	CD8+	ANA810	550796
1107323	CD3-	CD3-	ANA809	550801
1107327	CD19+	CD19+	ANA805	550802
1107336	CD38+	CD38+	ANA808	550803
1107338	CD19+	CD19+	ANA805	550804
1107350	CD3-	CD3-	ANA809	550806
1107360	CD19+	CD19+	ANA805	550808
1107371	CD3-	CD3-	ANA809	550810
1107377	CD14-	CD14-	ANA804	550811
1107380	CD3-	CD3-	ANA809	550812
1107386	CD27-	CD27-	ANA40	550813
1107391	CD14-	CD14-	ANA804	550814
1107404	CD27-	CD27-	ANA40	550816
1107408	CD3-	CD3-	ANA809	550817
1107413	CD3-	CD3-	ANA809	550818
1107427	HLADR+	HLA-DR+	ANA812	550821
1107440	B7-2-	CD86-	ANA868	550823
1107446	HLADR+	HLA-DR+	ANA812	550825
1107451	HLADR+	HLA-DR+	ANA812	550826
1107467	BDCA2, CD303-	BDCA2-	ANA870	550829
1107473	BDCA2, CD303-	BDCA2-	ANA870	550830
1107474	CD11c+	CD11c+	ANA814	550830
1107476	BDCA1+	CD1c+	ANA895	550830
1107496	BDCA3-	BDCA3-	ANA894	550833
1107505		Lin1-		550835
1107511	CD2-	CD2-	ANA860	550835
1107512		Lin1-		550836
1107547	CD14lo	CD14lo	ANA804	550844
1107550	CD14+	CD14+	ANA804	550845
1107566	CD14+	CD14+	ANA804	550849
1107567	HLADR+	HLA-DR+	ANA812	550849
1107569	CD11b+	CD11b+	ANA878	550849
1107574	CD14+	CD14+	ANA804	550851
1107575	HLADR+	HLA-DR+	ANA812	550851
1107576	CD16+	CD16+	ANA811	550851
1107587	CD16+	CD16+	ANA811	550854
1107596	CD16-	CD16-	ANA811	550857
1107600	CD16+	CD16+	ANA811	550858
1107603	HLADR+	HLA-DR+	ANA812	550859
1107616	CD16+	CD16+	ANA811	550862
1107625	SLAN-	SLAN-	ANA906	550864
1107631	CD3+	CD3+	ANA809	550870
1107632	CD278+	ICOS+	ANA898	550870
1107650	CD278+	ICOS+	ANA898	550874
1107690	CD8-	CD8-	ANA810	550880
1107698	CD8-	CD8-	ANA810	550881
1107713	CD8-	CD8-	ANA810	550883
1107715	CD45RA-	CD45RA-	ANA816	550883
1107716	CD3+	CD3+	ANA809	550884
1107720	CD45RA-	CD45RA-	ANA816	550884
1107727	CXCR3+	CXCR3+	ANA76	550885
1107728	CCR6-	CCR6-	ANA36	550885
1107731	CD8-	CD8-	ANA810	550886
1107736	CD278+	ICOS+	ANA898	550886
1107755	CXCR5-	CXCR5-	ANA78	550889
1107758	CCR6+	CCR6+	ANA36	550889
1107759	CD3+	CD3+	ANA809	550890
1107762	CXCR5-	CXCR5-	ANA78	550890
1107768	CD4+	CD4+	ANA41	550891
1107769	CD8-	CD8-	ANA810	550891
1107773	CCR6-	CCR6-	ANA36	550891
1107782	CD3+	CD3+	ANA809	550893
1107788	CCR6+	CCR6+	ANA36	550894
1107789	CD3+	CD3+	ANA809	550895
1107794	CD4-	CD4-	ANA41	550896
1107803	CD14-	CD14-	ANA804	550898
1107804	CD19+	CD19+	ANA805	550899
1107811	CD27+	CD27+	ANA40	550900
1107816	CD138+	CD138+	ANA891	550901
1107824	CD3-	CD3-	ANA809	550903
1107828	CD19+	CD19+	ANA805	550904
1107831	CD38+	CD38+	ANA808	550904
1107850	CD19+	CD19+	ANA805	550908
1107863	CD27-	CD27-	ANA40	550910
1107869	CD19+	CD19+	ANA805	550912
1107872	CD20-	CD20-	ANA806	550912
1107873	CD19+	CD19+	ANA805	550913
1107875	CD14-	CD14-	ANA804	550913
1107876	CD27-	CD27-	ANA40	550913
1107890	B7-2+	CD86+	ANA868	550915
1107893	CD14-	CD14-	ANA804	550916
1107896	B7-2+	CD86+	ANA868	550916
1107903	CD3-	CD3-	ANA809	550918
1107906	B7-2+	CD86+	ANA868	550918
1107912	HLADR+	HLA-DR+	ANA812	550920
1107913	BDCA2, CD303+	BDCA2+	ANA870	550920
1107921		Lin1-		550922
1107924	CD11c-	CD11c-	ANA814	550922
1107933	BDCA2, CD303-	BDCA2-	ANA870	550924
1107937	BDCA2, CD303-	BDCA2-	ANA870	550925
1107942	BDCA2, CD303-	BDCA2-	ANA870	550926
1107944	CD2+	CD2+	ANA860	550926
1107954	B7-2-	CD86-	ANA868	550928
1107976	HLADR+	HLA-DR+	ANA812	550932
1108003	HLADR+	HLA-DR+	ANA812	550936
1108011	BDCA2, CD303-	BDCA2-	ANA870	550937
1108013	BDCA3+	BDCA3+	ANA894	550937
1108030	CD16+	CD16+	ANA811	550941
1108033	CD16+	CD16+	ANA811	550942
1108064	CD14+	CD14+	ANA804	550951
1108067	CD11b-	CD11b-	ANA878	550951
1108068	CD14+	CD14+	ANA804	550952
1108070	CD16-	CD16-	ANA811	550952
1108075	CD14+	CD14+	ANA804	550954
1108098	CD16-	CD16-	ANA811	550960
1108099	B7-2-	CD86-	ANA868	550960
1108104	CD14+	CD14+	ANA804	550962
1108107	SLAN+	SLAN+	ANA906	550962
1108109	HLADR+	HLA-DR+	ANA812	550963
1108112	CD14+	CD14+	ANA804	550964
1108113	HLADR+	HLA-DR+	ANA812	550964
1108159	CXCR5+	CXCR5+	ANA78	550977
1108168	CXCR3+	CXCR3+	ANA76	550978
1108178	CD3+	CD3+	ANA809	550980
1108194	CD4+	CD4+	ANA41	550982
1108197	CD45RA-	CD45RA-	ANA816	550982
1108202	CD4+	CD4+	ANA41	550983
1108205	CD45RA-	CD45RA-	ANA816	550983
1108206	CD3+	CD3+	ANA809	550984
1108208	CD8-	CD8-	ANA810	550984
1108210	CD45RA-	CD45RA-	ANA816	550984
1108211	CD278+	ICOS+	ANA898	550984
1108220	CD4+	CD4+	ANA41	550986
1108226	CD278+	ICOS+	ANA898	550986
1108234	CD3+	CD3+	ANA809	550988
1108238	CD45RA-	CD45RA-	ANA816	550988
1108239	CXCR3+	CXCR3+	ANA76	550988
1108242	CD3+	CD3+	ANA809	550989
1108243	CD4+	CD4+	ANA41	550989
1108261	CD45RA-	CD45RA-	ANA816	550991
1108271	CD278+	ICOS+	ANA898	550992
1108279	CD3+	CD3+	ANA809	550995
1108301	CD27+	CD27+	ANA40	551000
1108302	CD19+	CD19+	ANA805	551001
1108305	CD27+	CD27+	ANA40	551001
1108307	CD19+	CD19+	ANA805	551002
1108309	CD14-	CD14-	ANA804	551002
1108311	CD138+	CD138+	ANA891	551002
1108320	CD14-	CD14-	ANA804	551004
1108322	CD20-	CD20-	ANA806	551004
1108334	B7-2+	CD86+	ANA868	551006
1108341	CD3-	CD3-	ANA809	551008
1108349	IgD-	IgD-	ANA813	551009
1108361	CD14-	CD14-	ANA804	551012
1108364	CD3-	CD3-	ANA809	551013
1108368	B7-2+	CD86+	ANA868	551013
1108373	IgD+	IgD+	ANA813	551014
1108378	CD27+	CD27+	ANA40	551015
1108381	CD19+	CD19+	ANA805	551016
1108389	CD14-	CD14-	ANA804	551017
1108393	CD3-	CD3-	ANA809	551018
1108404	CD11c-	CD11c-	ANA814	551020
1108420	B7-2-	CD86-	ANA868	551023
1108433	CD11c+	CD11c+	ANA814	551026
1108448	CD11c+	CD11c+	ANA814	551029
1108455	BDCA3-	BDCA3-	ANA894	551030
1108457	CD2-	CD2-	ANA860	551030
1108467	BDCA2, CD303-	BDCA2-	ANA870	551032
1108477	BDCA1+	CD1c+	ANA895	551033
1108478	B7-2-	CD86-	ANA868	551033
1108479		Lin1-		551034
1108484	BDCA1-	CD1c-	ANA895	551034
1108489	BDCA3+	BDCA3+	ANA894	551035
1108491	CD2-	CD2-	ANA860	551035
1108506		Lin1-		551038
1108508	BDCA2, CD303-	BDCA2-	ANA870	551038
1108536	CD16+	CD16+	ANA811	551046
1108538	CD14+	CD14+	ANA804	551047
1108546	CD14+	CD14+	ANA804	551049
1108554	CD14+	CD14+	ANA804	551051
1108555	HLADR+	HLA-DR+	ANA812	551051
1108567	CD16+	CD16+	ANA811	551054
1108573	CD16-	CD16-	ANA811	551056
1108574	CD14+	CD14+	ANA804	551057
1108579	HLADR+	HLA-DR+	ANA812	551058
1108584	CD16+	CD16+	ANA811	551059
1108592	CD16-	CD16-	ANA811	551061
1108599	HLADR+	HLA-DR+	ANA812	551063
1108600	CD16+	CD16+	ANA811	551063
1108628	CXCR5+	CXCR5+	ANA78	551074
1108632	CD4+	CD4+	ANA41	551075
1108636	CXCR3+	CXCR3+	ANA76	551075
1108646	CD3+	CD3+	ANA809	551077
1108659	CCR6+	CCR6+	ANA36	551078
1108668	CD3+	CD3+	ANA809	551080
1108671	CXCR5+	CXCR5+	ANA78	551080
1108703	CD4+	CD4+	ANA41	551085
1108709	CD3+	CD3+	ANA809	551086
1108715	CCR6-	CCR6-	ANA36	551086
1108728	CD45RA-	CD45RA-	ANA816	551088
1108750	CXCR5-	CXCR5-	ANA78	551091
1108753	CCR6-	CCR6-	ANA36	551091
1108761	CD278+	ICOS+	ANA898	551092
1108778	CD4-	CD4-	ANA41	551097
1108781	CD19+	CD19+	ANA805	551098
1108793	CD3-	CD3-	ANA809	551101
1108810	CD14-	CD14-	ANA804	551104
1108816	CD14-	CD14-	ANA804	551105
1108818	CD24+	CD24+	ANA807	551105
1108822	CD38+	CD38+	ANA808	551106
1108827	CD14-	CD14-	ANA804	551107
1108837	CD14-	CD14-	ANA804	551109
1108843	CD27-	CD27-	ANA40	551110
1108851	CD14-	CD14-	ANA804	551112
1108857	IgD+	IgD+	ANA813	551113
1108867	CD14-	CD14-	ANA804	551115
1108875	IgD-	IgD-	ANA813	551116
1108891		Lin1-		551120
1108899	CD11c-	CD11c-	ANA814	551121
1108903	BDCA2, CD303+	BDCA2+	ANA870	551122
1108914	CD11c+	CD11c+	ANA814	551124
1108917	BDCA2, CD303-	BDCA2-	ANA870	551125
1108919	CD2-	CD2-	ANA860	551125
1108923	CD11c+	CD11c+	ANA814	551126
1108929	B7-2+	CD86+	ANA868	551127
1108930		Lin1-		551128
1108932	BDCA2, CD303-	BDCA2-	ANA870	551128
1108938	CD11c+	CD11c+	ANA814	551129
1108950	BDCA2, CD303-	BDCA2-	ANA870	551131
1108951	CD11c+	CD11c+	ANA814	551131
1108961	B7-2+	CD86+	ANA868	551132
1108964	BDCA2, CD303-	BDCA2-	ANA870	551133
1108965	CD11c+	CD11c+	ANA814	551133
1108976	HLADR+	HLA-DR+	ANA812	551135
1108989		Lin1-		551137
1109021	HLADR+	HLA-DR+	ANA812	551145
1109029	HLADR+	HLA-DR+	ANA812	551147
1109035	CCRL1-	CX3CR1-	ANA59	551148
1109041	HLADR+	HLA-DR+	ANA812	551150
1109043	CD11b+	CD11b+	ANA878	551150
1109044	CD14+	CD14+	ANA804	551151
1109047	CD11b-	CD11b-	ANA878	551151
1109053	HLADRhi	HLA-DRhi	ANA812	551153
1109058	CD14+	CD14+	ANA804	551155
1109064	CD14+	CD14+	ANA804	551157
1109081	HLADR+	HLA-DR+	ANA812	551161
1109089	HLADR+	HLA-DR+	ANA812	551163
1109107	CD4+	CD4+	ANA41	551172
1109110	CD3+	CD3+	ANA809	551173
1109111	CD4+	CD4+	ANA41	551173
1109117	CD8-	CD8-	ANA810	551174
1109123	CD8-	CD8-	ANA810	551175
1109136	CD3+	CD3+	ANA809	551177
1109141	CXCR3+	CXCR3+	ANA76	551177
1109162	CD45RA-	CD45RA-	ANA816	551180
1109190	CD45RA-	CD45RA-	ANA816	551184
1109192	CD3+	CD3+	ANA809	551185
1109202	CXCR5-	CXCR5-	ANA78	551186
1109210	CXCR5-	CXCR5-	ANA78	551187
1109233	CD45RA-	CD45RA-	ANA816	551190
1109242	CXCR3-	CXCR3-	ANA76	551191
1109255	CD3+	CD3+	ANA809	551194
1109288	CD3-	CD3-	ANA809	551202
1109290	CD27+	CD27+	ANA40	551202
1109298	CD19+	CD19+	ANA805	551204
1109326	CD3-	CD3-	ANA809	551209
1109328	CD27+	CD27+	ANA40	551209
1109335	CD19+	CD19+	ANA805	551211
1109345	CD14-	CD14-	ANA804	551213
1109358	CD27+	CD27+	ANA40	551215
1109360	B7-2+	CD86+	ANA868	551215
1109362	CD3-	CD3-	ANA809	551216
1109366	B7-2+	CD86+	ANA868	551216
1109380	CD11c-	CD11c-	ANA814	551219
1109387	HLADR+	HLA-DR+	ANA812	551221
1109391		Lin1-		551222
1109402	HLADR+	HLA-DR+	ANA812	551224
1109405		Lin1-		551225
1109415		Lin1-		551227
1109421	HLADR+	HLA-DR+	ANA812	551228
1109424	B7-2-	CD86-	ANA868	551228
1109427	BDCA2, CD303-	BDCA2-	ANA870	551229
1109432	HLADR+	HLA-DR+	ANA812	551230
1109444	CD2+	CD2+	ANA860	551231
1109445		Lin1-		551232
1109450	BDCA1+	CD1c+	ANA895	551232
1109459		Lin1-		551234
1109498	CD14lo	CD14lo	ANA804	551241
1109499	HLADR+	HLA-DR+	ANA812	551241
1109514	CD14+	CD14+	ANA804	551246
1109517	CCRL1+	CX3CR1+	ANA59	551246
1109518	CD14+	CD14+	ANA804	551247
1109529	CD11b+	CD11b+	ANA878	551249
1109545	CD14+	CD14+	ANA804	551254
1109553	CD16-	CD16-	ANA811	551256
1109555	HLADR+	HLA-DR+	ANA812	551257
1109565	B7-2-	CD86-	ANA868	551259
1109575	HLADR+	HLA-DR+	ANA812	551262
1109610	CD278+	ICOS+	ANA898	551274
1109613	CD8-	CD8-	ANA810	551275
1109615	CD45RA-	CD45RA-	ANA816	551275
1109627	CD4+	CD4+	ANA41	551277
1109640	CD278+	ICOS+	ANA898	551278
1109653	CXCR3-	CXCR3-	ANA76	551280
1109654	CCR6+	CCR6+	ANA36	551280
1109657	CD4+	CD4+	ANA41	551281
1109665	CD8-	CD8-	ANA810	551282
1109666	CXCR5+	CXCR5+	ANA78	551282
1109669	CCR6-	CCR6-	ANA36	551282
1109684	CD8-	CD8-	ANA810	551285
1109696	CD278+	ICOS+	ANA898	551286
1109714	CD8-	CD8-	ANA810	551289
1109726	CD278+	ICOS+	ANA898	551290
1109754	CD4-	CD4-	ANA41	551296
1109755	CD8+	CD8+	ANA810	551296
1109761	CD19+	CD19+	ANA805	551298
1109769	CD3-	CD3-	ANA809	551300
1109770	CD14-	CD14-	ANA804	551300
1109775	CD27+	CD27+	ANA40	551301
1109779	CD14-	CD14-	ANA804	551302
1109786	CD38+	CD38+	ANA808	551303
1109800	CD3-	CD3-	ANA809	551306
1109810	CD19+	CD19+	ANA805	551308
1109814	IgD+	IgD+	ANA813	551308
1109815	CD19+	CD19+	ANA805	551309
1109817	CD14-	CD14-	ANA804	551309
1109828	CD20+	CD20+	ANA806	551311
1109841	CD14-	CD14-	ANA804	551314
1109862	CD19+	CD19+	ANA805	551318
1109863	CD3-	CD3-	ANA809	551318
1109871		Lin1-		551320
1109872	HLADR+	HLA-DR+	ANA812	551320
1109881		Lin1-		551322
1109892	HLADR+	HLA-DR+	ANA812	551324
1109896	HLADR+	HLA-DR+	ANA812	551325
1109912	BDCA2, CD303-	BDCA2-	ANA870	551328
1109915		Lin1-		551329
1109944	BDCA2, CD303-	BDCA2-	ANA870	551333
1109967	BDCA1-	CD1c-	ANA895	551336
1109972	CD11c+	CD11c+	ANA814	551337
1109975	B7-2+	CD86+	ANA868	551337
1109987	CD40+	CD40+	ANA42	551340
1109988	CD14lo	CD14lo	ANA804	551341
1109993	CD16+	CD16+	ANA811	551342
1109996	CD16-	CD16-	ANA811	551343
1110007	CCRL1+	CX3CR1+	ANA59	551346
1110019	CD11b+	CD11b+	ANA878	551349
1110024	CD14+	CD14+	ANA804	551351
1110026	CD16+	CD16+	ANA811	551351
1110027	CD11b-	CD11b-	ANA878	551351
1110029	HLADR+	HLA-DR+	ANA812	551352
1110032	CD14+	CD14+	ANA804	551353
1110039	HLADRlo	HLA-DRlo	ANA812	551355
1110062	CD16-	CD16-	ANA811	551361
1110081	CD3+	CD3+	ANA809	551370
1110087	CD4+	CD4+	ANA41	551372
1110089	CD278+	ICOS+	ANA898	551372
1110090	CD3+	CD3+	ANA809	551373
1110092	CD8-	CD8-	ANA810	551373
1110106	CXCR3+	CXCR3+	ANA76	551375
1110111	CXCR5+	CXCR5+	ANA78	551376
1110116	CD3+	CD3+	ANA809	551377
1110126	CXCR5+	CXCR5+	ANA78	551378
1110135	CD45RA-	CD45RA-	ANA816	551379
1110136	CXCR3-	CXCR3-	ANA76	551379
1110140	CD8-	CD8-	ANA810	551380
1110149	CXCR5+	CXCR5+	ANA78	551381
1110174	CD8-	CD8-	ANA810	551385
1110179	CD3+	CD3+	ANA809	551386
1110183	CD45RA-	CD45RA-	ANA816	551386
1110184	CXCR3+	CXCR3+	ANA76	551386
1110191	CD45RA-	CD45RA-	ANA816	551387
1110192	CXCR3+	CXCR3+	ANA76	551387
1110204	CD8-	CD8-	ANA810	551389
1110212	CXCR5-	CXCR5-	ANA78	551390
1110213	CD45RA-	CD45RA-	ANA816	551390
1110232	CD3+	CD3+	ANA809	551393
1110240	CD4-	CD4-	ANA41	551395
1110262	CD19+	CD19+	ANA805	551401
1110266	CD138+	CD138+	ANA891	551401
1110283	B7-2+	CD86+	ANA868	551404
1110288	CD24+	CD24+	ANA807	551405
1110294	B7-2+	CD86+	ANA868	551406
1110299	IgD+	IgD+	ANA813	551407
1110312	CD14-	CD14-	ANA804	551410
1110321	CD14-	CD14-	ANA804	551412
1110340	B7-2+	CD86+	ANA868	551415
1110341	CD19+	CD19+	ANA805	551416
1110342	CD3-	CD3-	ANA809	551416
1110362	HLADR+	HLA-DR+	ANA812	551420
1110372	HLADR+	HLA-DR+	ANA812	551422
1110376		Lin1-		551423
1110381		Lin1-		551424
1110383	BDCA2, CD303-	BDCA2-	ANA870	551424
1110395		Lin1-		551427
1110408	CD11c+	CD11c+	ANA814	551429
1110409	BDCA3-	BDCA3-	ANA894	551429
1110415	BDCA3-	BDCA3-	ANA894	551430
1110423	BDCA1+	CD1c+	ANA895	551431
1110428	CD11c+	CD11c+	ANA814	551432
1110434	BDCA2, CD303-	BDCA2-	ANA870	551433
1110443	BDCA3+	BDCA3+	ANA894	551434
1110445		Lin1-		551435
1110446	HLADR+	HLA-DR+	ANA812	551435
1110451	CD2-	CD2-	ANA860	551435
1110462	CD11c+	CD11c+	ANA814	551437
1110472	B7-2-	CD86-	ANA868	551438
1110475	CD14+	CD14+	ANA804	551440
1110479	HLADR+	HLA-DR+	ANA812	551441
1110482	HLADR+	HLA-DR+	ANA812	551442
1110492	CD16-	CD16-	ANA811	551445
1110493	CCRL1+	CX3CR1+	ANA59	551445
1110496	CD16+	CD16+	ANA811	551446
1110505	CCRL1-	CX3CR1-	ANA59	551448
1110509	CD11b+	CD11b+	ANA878	551449
1110527	CD16+	CD16+	ANA811	551454
1110531	CD14+	CD14+	ANA804	551456
1110541	B7-2+	CD86+	ANA868	551458
1110547	HLADR+	HLA-DR+	ANA812	551460
1110571	CD3+	CD3+	ANA809	551470
1110579	CD278+	ICOS+	ANA898	551472
1110589	CD45RA-	CD45RA-	ANA816	551474
1110599	CD4+	CD4+	ANA41	551476
1110602	CD45RA-	CD45RA-	ANA816	551476
1110613	CD3+	CD3+	ANA809	551478
1110615	CD8-	CD8-	ANA810	551478
1110620	CD278+	ICOS+	ANA898	551478
1110621	CD3+	CD3+	ANA809	551479
1110630	CD8-	CD8-	ANA810	551480
1110636	CD3+	CD3+	ANA809	551481
1110641	CXCR3-	CXCR3-	ANA76	551481
1110648	CXCR3-	CXCR3-	ANA76	551482
1110661	CD278+	ICOS+	ANA898	551484
1110670	CD4+	CD4+	ANA41	551486
1110671	CD8-	CD8-	ANA810	551486
1110675	CCR6-	CCR6-	ANA36	551486
1110680	CXCR5-	CXCR5-	ANA78	551487
1110688	CD45RA-	CD45RA-	ANA816	551488
1110690	CCR6+	CCR6+	ANA36	551488
1110694	CD8-	CD8-	ANA810	551489
1110707	CD3+	CD3+	ANA809	551491
1110712	CXCR3-	CXCR3-	ANA76	551491
1110717	CXCR5-	CXCR5-	ANA78	551492
1110720	CCR6-	CCR6-	ANA36	551492
1110723	CD4-	CD4-	ANA41	551493
1110728	CCR6+	CCR6+	ANA36	551494
1110731	CD8+	CD8+	ANA810	551495
1110735	CD8+	CD8+	ANA810	551496
1110751	CD27+	CD27+	ANA40	551500
1110752	CD19+	CD19+	ANA805	551501
1110755	CD27+	CD27+	ANA40	551501
1110759	CD14-	CD14-	ANA804	551502
1110763	CD19+	CD19+	ANA805	551503
1110767	CD20-	CD20-	ANA806	551503
1110768	CD19+	CD19+	ANA805	551504
1110772	CD20-	CD20-	ANA806	551504
1110775	CD3-	CD3-	ANA809	551505
1110776	CD14-	CD14-	ANA804	551505
1110792	CD14-	CD14-	ANA804	551508
1110809	CD19+	CD19+	ANA805	551512
1110815	CD14-	CD14-	ANA804	551513
1110818	B7-2+	CD86+	ANA868	551513
1110835	IgD-	IgD-	ANA813	551516
1110861		Lin1-		551522
1110879	CD2-	CD2-	ANA860	551525
1110881	HLADR+	HLA-DR+	ANA812	551526
1110910	BDCA2, CD303-	BDCA2-	ANA870	551531
1110920	BDCA1+	CD1c+	ANA895	551532
1110930	HLADR+	HLA-DR+	ANA812	551534
1110932	CD11c+	CD11c+	ANA814	551534
1110934	BDCA1-	CD1c-	ANA895	551534
1110957	HLADR+	HLA-DR+	ANA812	551538
1110971	CD14+	CD14+	ANA804	551542
1110976	CD16-	CD16-	ANA811	551543
1110977	CD14lo	CD14lo	ANA804	551544
1110982	CD16-	CD16-	ANA811	551545
1110987	CCRL1+	CX3CR1+	ANA59	551546
1110996	CD14+	CD14+	ANA804	551549
1111009	HLADR+	HLA-DR+	ANA812	551552
1111013	HLADRhi	HLA-DRhi	ANA812	551553
1111016	HLADRhi	HLA-DRhi	ANA812	551554
1111034	CD16+	CD16+	ANA811	551559
1111036	CD14+	CD14+	ANA804	551560
1111058	CD16-	CD16- granulocyte	ANA811	551567
1111069	CD278+	ICOS+	ANA898	551572
1111070	CD3+	CD3+	ANA809	551573
1111077	CD8-	CD8-	ANA810	551574
1111079	CD45RA-	CD45RA-	ANA816	551574
1111081	CD3+	CD3+	ANA809	551575
1111082	CD4+	CD4+	ANA41	551575
1111083	CD8-	CD8-	ANA810	551575
1111086	CXCR3+	CXCR3+	ANA76	551575
1111095	CD278+	ICOS+	ANA898	551576
1111110	CD278+	ICOS+	ANA898	551578
1111139	CCR6-	CCR6-	ANA36	551582
1111141	CD3+	CD3+	ANA809	551583
1111143	CD8-	CD8-	ANA810	551583
1111145	CD45RA-	CD45RA-	ANA816	551583
1111147	CD4+	CD4+	ANA41	551584
1111159	CD3+	CD3+	ANA809	551586
1111171	CD45RA-	CD45RA-	ANA816	551587
1111173	CCR6+	CCR6+	ANA36	551587
1111182	CD3+	CD3+	ANA809	551589
1111189	CD3+	CD3+	ANA809	551590
1111194	CXCR3-	CXCR3-	ANA76	551590
1111204	CD3+	CD3+	ANA809	551592
1111205	CD4+	CD4+	ANA41	551592
1111210	CCR6-	CCR6-	ANA36	551592
1111235	CD3-	CD3-	ANA809	551599
1111243	CD3-	CD3-	ANA809	551601
1111246	CD138+	CD138+	ANA891	551601
1111271	CD14-	CD14-	ANA804	551606
1111285	CD19+	CD19+	ANA805	551609
1111286	CD3-	CD3-	ANA809	551609
1111293	CD27-	CD27-	ANA40	551610
1111305	CD14-	CD14-	ANA804	551613
1111307	IgD+	IgD+	ANA813	551613
1111310	CD3-	CD3-	ANA809	551614
1111320	B7-2+	CD86+	ANA868	551615
1111322	CD3-	CD3-	ANA809	551616
1111325	IgD-	IgD-	ANA813	551616
1111345	CD2-	CD2-	ANA860	551620
1111358	BDCA2, CD303+	BDCA2+	ANA870	551623
1111359	CD11c-	CD11c-	ANA814	551623
1111363	BDCA2, CD303-	BDCA2-	ANA870	551624
1111371	HLADR+	HLA-DR+	ANA812	551626
1111383	CD11c+	CD11c+	ANA814	551628
1111392	HLADR+	HLA-DR+	ANA812	551630
1111394	CD11c+	CD11c+	ANA814	551630
1111410	BDCA1+	CD1c+	ANA895	551632
1111412		Lin1-		551633
1111431	CD2-	CD2-	ANA860	551635
1111435	CD11c+	CD11c+	ANA814	551636
1111440	HLADR+	HLA-DR+	ANA812	551637
1111444	BDCA1-	CD1c-	ANA895	551637
1111458	CD14lo	CD14lo	ANA804	551641
1111487	HLADR+	HLA-DR+	ANA812	551649
1111491	HLADR+	HLA-DR+	ANA812	551650
1111508	CD14+	CD14+	ANA804	551655
1111517	B7-2+	CD86+	ANA868	551657
1111521	B7-2+	CD86+	ANA868	551658
