STANDARD_CURVE_ACCESSION	ANALYTE_PREFERRED	ANALYTE_REPORTED	ASSAY_GROUP_ID	ASSAY_ID	EXPERIMENT_ACCESSION	FORMULA	LOWER_LIMIT	LOWER_LIMIT_UNIT	RESULT_SCHEMA	UPLOAD_RESULT_STATUS	UPPER_LIMIT	UPPER_LIMIT_UNIT	WORKSPACE_ID
SC2309		part of the kit	H51-2	2288	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2314		part of the kit	H51-2	2289	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2315		part of the kit	H51-2	2289	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2317		part of the kit	H51-2	2289	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2328		part of the kit	H51-2	2290	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2339		part of the kit	H51-2	2291	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2346		part of the kit	H51-2	2291	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2360		part of the kit	H51-2	2293	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2381		part of the kit	H51-2	2293	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2134		part of the kit	H51-2	2292	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2135		part of the kit	H51-2	2292	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2137		part of the kit	H51-2	2293	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2138		part of the kit	H51-2	2293	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2143		part of the kit	H51-2	2293	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2148		part of the kit	H51-2	2287	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2163		part of the kit	H51-2	2288	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2356		part of the kit	H51-2	2292	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2374		part of the kit	H51-2	2293	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2041		part of the kit	H51-2	2290	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2083		part of the kit	H51-2	2287	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2131		part of the kit	H51-2	2292	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1840		part of the kit	H51-2	2293	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2186		part of the kit	H51-2	2290	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2192		part of the kit	H51-2	2291	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2223		part of the kit	H51-2	2287	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2242		part of the kit	H51-2	2289	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2255		part of the kit	H51-2	2290	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2279		part of the kit	H51-2	2293	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2282		part of the kit	H51-2	2293	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2284		part of the kit	H51-2	2293	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1816		part of the kit	H51-2	2291	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1883		part of the kit	H51-2	2290	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1888		part of the kit	H51-2	2290	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1999		part of the kit	H51-2	2293	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1786		part of the kit	H51-2	2288	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1791		part of the kit	H51-2	2289	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1793		part of the kit	H51-2	2289	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1799		part of the kit	H51-2	2289	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1804		part of the kit	H51-2	2290	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1815		part of the kit	H51-2	2291	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1821		part of the kit	H51-2	2291	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1831		part of the kit	H51-2	2292	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1784		part of the kit	H51-2	2288	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1870		part of the kit	H51-2	2288	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2178		part of the kit	H51-2	2290	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2188		part of the kit	H51-2	2291	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2202		part of the kit	H51-2	2292	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2214		part of the kit	H51-2	2293	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2235		part of the kit	H51-2	2288	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2237		part of the kit	H51-2	2289	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2239		part of the kit	H51-2	2289	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2243		part of the kit	H51-2	2289	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2257		part of the kit	H51-2	2291	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1879		part of the kit	H51-2	2289	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1884		part of the kit	H51-2	2290	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1906		part of the kit	H51-2	2291	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1907		part of the kit	H51-2	2292	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1921		part of the kit	H51-2	2293	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1928		part of the kit	H51-2	2287	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1940		part of the kit	H51-2	2288	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1941		part of the kit	H51-2	2288	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1944		part of the kit	H51-2	2288	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1955		part of the kit	H51-2	2289	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1966		part of the kit	H51-2	2290	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1968		part of the kit	H51-2	2290	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1975		part of the kit	H51-2	2291	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1998		part of the kit	H51-2	2293	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2027		part of the kit	H51-2	2289	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2029		part of the kit	H51-2	2289	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2030		part of the kit	H51-2	2289	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2042		part of the kit	H51-2	2290	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2043		part of the kit	H51-2	2290	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2048		part of the kit	H51-2	2291	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2072		part of the kit	H51-2	2293	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2077		part of the kit	H51-2	2287	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2106		part of the kit	H51-2	2289	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2124		part of the kit	H51-2	2291	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2272		part of the kit	H51-2	2292	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2273		part of the kit	H51-2	2292	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2286		part of the kit	H51-2	2293	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2301		part of the kit	H51-2	2288	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2302		part of the kit	H51-2	2288	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2323		part of the kit	H51-2	2290	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2338		part of the kit	H51-2	2291	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2368		part of the kit	H51-2	2292	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2370		part of the kit	H51-2	2293	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2373		part of the kit	H51-2	2293	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2140		part of the kit	H51-2	2293	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2153		part of the kit	H51-2	2287	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2316		part of the kit	H51-2	2289	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2327		part of the kit	H51-2	2290	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2358		part of the kit	H51-2	2293	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2361		part of the kit	H51-2	2293	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2369		part of the kit	H51-2	2293	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2159		part of the kit	H51-2	2288	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2007		part of the kit	H51-2	2287	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2025		part of the kit	H51-2	2288	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2046		part of the kit	H51-2	2290	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2065		part of the kit	H51-2	2292	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2097		part of the kit	H51-2	2289	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2099		part of the kit	H51-2	2289	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1848		part of the kit	H51-2	2287	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1851		part of the kit	H51-2	2287	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2205		part of the kit	H51-2	2292	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2208		part of the kit	H51-2	2293	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2226		part of the kit	H51-2	2287	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2229		part of the kit	H51-2	2288	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2245		part of the kit	H51-2	2289	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2263		part of the kit	H51-2	2291	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1809		part of the kit	H51-2	2290	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1824		part of the kit	H51-2	2291	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1768		part of the kit	H51-2	2287	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1777		part of the kit	H51-2	2287	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1890		part of the kit	H51-2	2290	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1893		part of the kit	H51-2	2290	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1898		part of the kit	H51-2	2291	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1949		part of the kit	H51-2	2288	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1983		part of the kit	H51-2	2291	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1807		part of the kit	H51-2	2290	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1810		part of the kit	H51-2	2290	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1812		part of the kit	H51-2	2290	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1826		part of the kit	H51-2	2291	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1834		part of the kit	H51-2	2292	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1857		part of the kit	H51-2	2287	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1863		part of the kit	H51-2	2288	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1865		part of the kit	H51-2	2288	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2170		part of the kit	H51-2	2289	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2191		part of the kit	H51-2	2291	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2206		part of the kit	H51-2	2292	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2212		part of the kit	H51-2	2293	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2234		part of the kit	H51-2	2288	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1767		part of the kit	H51-2	2287	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1776		part of the kit	H51-2	2287	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1778		part of the kit	H51-2	2287	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1874		part of the kit	H51-2	2289	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1902		part of the kit	H51-2	2291	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1913		part of the kit	H51-2	2292	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1918		part of the kit	H51-2	2293	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1942		part of the kit	H51-2	2288	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1952		part of the kit	H51-2	2289	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1956		part of the kit	H51-2	2289	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1960		part of the kit	H51-2	2289	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1976		part of the kit	H51-2	2291	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1980		part of the kit	H51-2	2291	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1982		part of the kit	H51-2	2291	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1984		part of the kit	H51-2	2291	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1989		part of the kit	H51-2	2292	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2003		part of the kit	H51-2	2293	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2017		part of the kit	H51-2	2288	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2035		part of the kit	H51-2	2289	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2058		part of the kit	H51-2	2292	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2064		part of the kit	H51-2	2292	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2069		part of the kit	H51-2	2293	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2076		part of the kit	H51-2	2293	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2082		part of the kit	H51-2	2287	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2089		part of the kit	H51-2	2288	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2092		part of the kit	H51-2	2288	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1849		part of the kit	H51-2	2287	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2280		part of the kit	H51-2	2293	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2285		part of the kit	H51-2	2293	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2307		part of the kit	H51-2	2288	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2341		part of the kit	H51-2	2291	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2348		part of the kit	H51-2	2292	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2355		part of the kit	H51-2	2292	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2357		part of the kit	H51-2	2293	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2367		part of the kit	H51-2	2292	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2152		part of the kit	H51-2	2287	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2160		part of the kit	H51-2	2288	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2161		part of the kit	H51-2	2288	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2319		part of the kit	H51-2	2289	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2334		part of the kit	H51-2	2290	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2371		part of the kit	H51-2	2292	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2149		part of the kit	H51-2	2287	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2167		part of the kit	H51-2	2289	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2020		part of the kit	H51-2	2288	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2057		part of the kit	H51-2	2292	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2060		part of the kit	H51-2	2292	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2107		part of the kit	H51-2	2290	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1838		part of the kit	H51-2	2293	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1843		part of the kit	H51-2	2293	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1853		part of the kit	H51-2	2287	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2171		part of the kit	H51-2	2289	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2221		part of the kit	H51-2	2287	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2295		part of the kit	H51-2	2287	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1787		part of the kit	H51-2	2288	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1806		part of the kit	H51-2	2290	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1814		part of the kit	H51-2	2290	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1880		part of the kit	H51-2	2289	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1912		part of the kit	H51-2	2292	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1930		part of the kit	H51-2	2287	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1933		part of the kit	H51-2	2287	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1946		part of the kit	H51-2	2288	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1970		part of the kit	H51-2	2290	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1996		part of the kit	H51-2	2292	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1789		part of the kit	H51-2	2288	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1790		part of the kit	H51-2	2288	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1818		part of the kit	H51-2	2291	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1828		part of the kit	H51-2	2292	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1830		part of the kit	H51-2	2292	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1832		part of the kit	H51-2	2292	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1864		part of the kit	H51-2	2288	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1867		part of the kit	H51-2	2288	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2187		part of the kit	H51-2	2291	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2195		part of the kit	H51-2	2291	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2200		part of the kit	H51-2	2292	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2201		part of the kit	H51-2	2292	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2211		part of the kit	H51-2	2293	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2227		part of the kit	H51-2	2288	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2240		part of the kit	H51-2	2289	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2241		part of the kit	H51-2	2289	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1894		part of the kit	H51-2	2290	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1897		part of the kit	H51-2	2291	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1919		part of the kit	H51-2	2293	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1931		part of the kit	H51-2	2287	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1963		part of the kit	H51-2	2290	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC1992		part of the kit	H51-2	2292	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2018		part of the kit	H51-2	2288	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2022		part of the kit	H51-2	2288	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2039		part of the kit	H51-2	2290	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2051		part of the kit	H51-2	2291	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2061		part of the kit	H51-2	2292	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
SC2088		part of the kit	H51-2	2288	EXP13838	regression curve	1.23	pg/ml	MBAA	Parsed	5000	pg/ml	2883
